cycle,timestamp,counts,speeds,probs,selected,duration,confidence
80,14:43:02,"[85, 78, 89, 12]","[26.1, 22.4, 6.6, 43.6]","{'N': np.float64(0.9270228298124901), 'S': np.float64(0.9263782128436105), 'E': np.float64(0.9272936238159265), 'W': np.float64(0.15052590109753505)}",E,45.0,0.93
81,14:43:02,"[99, 50, 21, 80]","[16.6, 6.7, 21.6, 17.3]","{'N': np.float64(0.924904841866015), 'S': np.float64(0.9380619063009086), 'E': np.float64(0.4559873526750724), 'W': np.float64(0.922011308511235)}",S,45.0,0.94
82,14:43:02,"[16, 11, 61, 72]","[15.4, 11.6, 36.5, 25.6]","{'N': np.float64(0.8155911176480832), 'S': np.float64(0.8941595144378941), 'E': np.float64(0.9231800986855002), 'W': np.float64(0.9271972890631427)}",W,45.0,0.93
83,14:43:02,"[64, 58, 89, 62]","[2.1, 11.5, 2.3, 48.6]","{'N': np.float64(0.9406209171453871), 'S': np.float64(0.9409598184618054), 'E': np.float64(0.9309022524734359), 'W': np.float64(0.9110453530207006)}",S,45.0,0.94
84,14:43:02,"[100, 5, 12, 30]","[8.9, 14.7, 48.4, 28.7]","{'N': np.float64(0.8816502690683731), 'S': np.float64(0.8589335844724381), 'E': np.float64(0.17883656363957146), 'W': np.float64(0.16472007373618575)}",N,45.0,0.88
85,14:43:02,"[95, 70, 44, 97]","[47.9, 5.8, 30.0, 35.6]","{'N': np.float64(0.9202607831077), 'S': np.float64(0.9371007855975761), 'E': np.float64(0.9179821016025804), 'W': np.float64(0.9234395748667251)}",S,45.0,0.94
86,14:43:02,"[17, 84, 60, 5]","[44.6, 26.8, 46.5, 10.7]","{'N': np.float64(0.09302824539099103), 'S': np.float64(0.907041664389798), 'E': np.float64(0.9169913539909339), 'W': np.float64(0.861232737178776)}",E,45.0,0.92
87,14:43:02,"[39, 119, 84, 112]","[47.8, 20.4, 7.0, 33.4]","{'N': np.float64(0.1512749896147284), 'S': np.float64(0.9346524094331725), 'E': np.float64(0.9368379812832057), 'W': np.float64(0.9182880273779195)}",E,45.0,0.94
88,14:43:03,"[27, 94, 13, 20]","[39.6, 3.7, 43.6, 7.2]","{'N': np.float64(0.11534312733824521), 'S': np.float64(0.9318592355690605), 'E': np.float64(0.13849298761906886), 'W': np.float64(0.8477841548496152)}",S,45.0,0.93
89,14:43:03,"[74, 25, 86, 61]","[31.8, 13.7, 46.0, 29.6]","{'N': np.float64(0.9214786515376066), 'S': np.float64(0.8902484386812004), 'E': np.float64(0.921752978549916), 'W': np.float64(0.9251470945427299)}",W,45.0,0.93
90,14:43:03,"[14, 82, 91, 94]","[24.0, 49.4, 45.7, 32.0]","{'N': np.float64(0.24000863284815216), 'S': np.float64(0.9300611669221996), 'E': np.float64(0.9377826191373092), 'W': np.float64(0.9293901854114801)}",E,45.0,0.94
91,14:43:03,"[13, 108, 28, 26]","[26.8, 29.3, 13.5, 22.0]","{'N': np.float64(0.23301429650530575), 'S': np.float64(0.9152724610399188), 'E': np.float64(0.8640501570226945), 'W': np.float64(0.5764868349746312)}",S,45.0,0.92
92,14:43:03,"[39, 40, 52, 96]","[26.5, 2.3, 16.6, 47.8]","{'N': np.float64(0.19517059470255568), 'S': np.float64(0.9141147155103315), 'E': np.float64(0.9185456627160294), 'W': np.float64(0.9336410158396012)}",W,45.0,0.93
93,14:43:03,"[21, 63, 82, 105]","[43.5, 41.8, 47.1, 9.6]","{'N': np.float64(0.09365302286400362), 'S': np.float64(0.9265131422661765), 'E': np.float64(0.926207033428548), 'W': np.float64(0.9307417643256006)}",W,45.0,0.93
94,14:43:03,"[42, 52, 99, 111]","[6.2, 34.7, 13.9, 45.8]","{'N': np.float64(0.9448023893455938), 'S': np.float64(0.9168103240172739), 'E': np.float64(0.9310576760475421), 'W': np.float64(0.925213353262112)}",N,45.0,0.94
95,14:43:03,"[52, 41, 107, 76]","[42.1, 36.2, 22.8, 41.0]","{'N': np.float64(0.9338080167515443), 'S': np.float64(0.9319868897742424), 'E': np.float64(0.9199964423012272), 'W': np.float64(0.9301408036129803)}",N,45.0,0.93
96,14:43:03,"[109, 98, 42, 30]","[33.7, 23.7, 36.1, 40.8]","{'N': np.float64(0.9222662494315476), 'S': np.float64(0.9306970561226541), 'E': np.float64(0.9334716800137648), 'W': np.float64(0.13794995463365337)}",E,45.0,0.93
97,14:43:03,"[115, 103, 93, 100]","[9.8, 39.6, 43.5, 10.7]","{'N': np.float64(0.9321269513119252), 'S': np.float64(0.9167685560334575), 'E': np.float64(0.9142356222591982), 'W': np.float64(0.9403980070722294)}",W,45.0,0.94
98,14:43:03,"[35, 107, 36, 54]","[31.0, 24.8, 29.8, 5.7]","{'N': np.float64(0.206999552687621), 'S': np.float64(0.9141704270280155), 'E': np.float64(0.7395984568638531), 'W': np.float64(0.9340179069906706)}",W,45.0,0.93
99,14:43:03,"[106, 59, 81, 83]","[36.3, 35.2, 44.2, 10.5]","{'N': np.float64(0.9183074160600393), 'S': np.float64(0.9198699262165625), 'E': np.float64(0.9177664290199254), 'W': np.float64(0.9216752698257744)}",W,45.0,0.92
100,14:43:03,"[109, 82, 13, 114]","[40.8, 23.0, 36.0, 14.3]","{'N': np.float64(0.9331553720579465), 'S': np.float64(0.896045515513872), 'E': np.float64(0.1572388491902314), 'W': np.float64(0.9347947155842979)}",W,45.0,0.93
101,14:43:04,"[41, 42, 93, 19]","[49.5, 42.3, 33.2, 46.1]","{'N': np.float64(0.9340811814805701), 'S': np.float64(0.9210259755519657), 'E': np.float64(0.9328641700458081), 'W': np.float64(0.09257278493391315)}",N,45.0,0.93
102,14:43:04,"[42, 48, 24, 15]","[6.2, 29.9, 44.2, 27.0]","{'N': np.float64(0.9285464625982532), 'S': np.float64(0.9062840118283301), 'E': np.float64(0.13377706547959864), 'W': np.float64(0.1507021713139187)}",N,45.0,0.93
103,14:43:04,"[76, 9, 25, 18]","[10.8, 6.3, 3.4, 23.3]","{'N': np.float64(0.9268345098664987), 'S': np.float64(0.8553963839956001), 'E': np.float64(0.8547901268950746), 'W': np.float64(0.3233438637606423)}",N,45.0,0.93
104,14:43:04,"[16, 47, 66, 26]","[26.8, 48.0, 9.0, 12.0]","{'N': np.float64(0.19112843369986934), 'S': np.float64(0.9176611060592528), 'E': np.float64(0.9350788279153585), 'W': np.float64(0.8426420223939478)}",E,45.0,0.94
105,14:43:04,"[85, 55, 94, 106]","[33.5, 20.7, 23.2, 25.7]","{'N': np.float64(0.9252094998043774), 'S': np.float64(0.9112274411424172), 'E': np.float64(0.9321731391586532), 'W': np.float64(0.9326656987713374)}",W,45.0,0.93
106,14:43:04,"[118, 65, 58, 40]","[40.4, 37.5, 22.9, 32.8]","{'N': np.float64(0.9306687656094756), 'S': np.float64(0.9367940439116172), 'E': np.float64(0.9225764480150189), 'W': np.float64(0.17199190526546806)}",S,45.0,0.94
107,14:43:04,"[5, 18, 53, 51]","[47.2, 9.6, 9.3, 27.5]","{'N': np.float64(0.09761860796461642), 'S': np.float64(0.8886489634250233), 'E': np.float64(0.9202477864044539), 'W': np.float64(0.9037106029387839)}",E,45.0,0.92
108,14:43:04,"[30, 45, 13, 20]","[35.4, 8.9, 38.7, 15.4]","{'N': np.float64(0.12386592087386752), 'S': np.float64(0.9431505346048781), 'E': np.float64(0.10125743524308972), 'W': np.float64(0.7757975868793381)}",S,45.0,0.94
109,14:43:04,"[117, 75, 45, 24]","[3.4, 24.4, 31.3, 37.6]","{'N': np.float64(0.933078599829797), 'S': np.float64(0.9326007792970533), 'E': np.float64(0.9403669091136063), 'W': np.float64(0.09782217512616702)}",E,45.0,0.94
110,14:43:04,"[19, 115, 26, 17]","[30.2, 10.7, 40.9, 18.8]","{'N': np.float64(0.15128556868615117), 'S': np.float64(0.9360313506280659), 'E': np.float64(0.14087023912481283), 'W': np.float64(0.7666073361928154)}",S,45.0,0.94
111,14:43:04,"[86, 65, 83, 78]","[16.0, 7.7, 41.6, 45.6]","{'N': np.float64(0.9407744897458946), 'S': np.float64(0.9357042947447631), 'E': np.float64(0.9066188507325539), 'W': np.float64(0.9169458455904977)}",N,45.0,0.94
112,14:43:04,"[102, 20, 99, 53]","[42.9, 22.1, 41.2, 5.1]","{'N': np.float64(0.9183281634312717), 'S': np.float64(0.35211998009440143), 'E': np.float64(0.9135034624140275), 'W': np.float64(0.9204157879480939)}",W,45.0,0.92
113,14:43:05,"[16, 77, 40, 51]","[20.7, 27.2, 22.2, 10.1]","{'N': np.float64(0.491085167469445), 'S': np.float64(0.9224375069604038), 'E': np.float64(0.4709280521220727), 'W': np.float64(0.9378006709799016)}",W,45.0,0.94
114,14:43:05,"[91, 87, 84, 63]","[17.9, 49.7, 4.4, 42.7]","{'N': np.float64(0.9530937895779179), 'S': np.float64(0.9368413752509561), 'E': np.float64(0.9442734945288865), 'W': np.float64(0.9162980023803664)}",N,45.0,0.95
115,14:43:05,"[24, 36, 61, 65]","[49.9, 12.7, 6.9, 16.6]","{'N': np.float64(0.11435575488661379), 'S': np.float64(0.941687467984712), 'E': np.float64(0.9379634981956702), 'W': np.float64(0.9322917992366282)}",S,45.0,0.94
116,14:43:05,"[44, 115, 104, 64]","[24.6, 21.2, 10.2, 30.1]","{'N': np.float64(0.9298527478353854), 'S': np.float64(0.9320871223862065), 'E': np.float64(0.9329702401459437), 'W': np.float64(0.9245720028153755)}",E,45.0,0.93
117,14:43:05,"[75, 5, 10, 61]","[33.1, 12.0, 28.6, 25.9]","{'N': np.float64(0.9424644462171572), 'S': np.float64(0.8732154687500718), 'E': np.float64(0.163507273392821), 'W': np.float64(0.9209484798674781)}",N,45.0,0.94
118,14:43:05,"[104, 18, 26, 53]","[4.4, 34.5, 27.6, 46.0]","{'N': np.float64(0.9348473732600175), 'S': np.float64(0.1407108244787442), 'E': np.float64(0.18951373284467168), 'W': np.float64(0.9066977503320599)}",N,45.0,0.93
119,14:43:05,"[54, 50, 33, 118]","[23.6, 29.2, 9.9, 15.6]","{'N': np.float64(0.9213798906297295), 'S': np.float64(0.9340218674164902), 'E': np.float64(0.8740992920426275), 'W': np.float64(0.9294968150973517)}",S,45.0,0.93
120,14:43:05,"[57, 45, 37, 20]","[21.3, 7.2, 36.0, 48.8]","{'N': np.float64(0.9291825361773872), 'S': np.float64(0.9338436998582167), 'E': np.float64(0.15616875713395548), 'W': np.float64(0.11406604246961152)}",S,45.0,0.93
121,14:43:05,"[49, 8, 55, 95]","[38.2, 14.4, 36.0, 30.5]","{'N': np.float64(0.9079146773381698), 'S': np.float64(0.8597928152079747), 'E': np.float64(0.915702128559044), 'W': np.float64(0.9069555872612924)}",E,45.0,0.92
122,14:43:05,"[24, 44, 91, 37]","[5.7, 34.0, 10.9, 5.4]","{'N': np.float64(0.866632214385441), 'S': np.float64(0.9067953730480661), 'E': np.float64(0.9392817486771361), 'W': np.float64(0.9069822015181277)}",E,45.0,0.94
123,14:43:05,"[39, 63, 112, 19]","[39.7, 30.1, 38.0, 19.8]","{'N': np.float64(0.13252960056136556), 'S': np.float64(0.9218899816419992), 'E': np.float64(0.9335699065730348), 'W': np.float64(0.49758239525618647)}",E,45.0,0.93
124,14:43:05,"[13, 54, 98, 114]","[19.5, 36.1, 7.0, 44.2]","{'N': np.float64(0.6950964995860168), 'S': np.float64(0.932235618014282), 'E': np.float64(0.9223559972071678), 'W': np.float64(0.9217543052099008)}",S,45.0,0.93
125,14:43:05,"[51, 81, 64, 88]","[44.4, 32.1, 17.8, 40.7]","{'N': np.float64(0.9265360739463459), 'S': np.float64(0.9217995847592338), 'E': np.float64(0.9122444568074632), 'W': np.float64(0.9280799139583688)}",W,45.0,0.93
126,14:43:06,"[103, 39, 34, 23]","[10.4, 13.2, 36.3, 15.9]","{'N': np.float64(0.9240161443240746), 'S': np.float64(0.8688533385108368), 'E': np.float64(0.1220940370370602), 'W': np.float64(0.7365217510665029)}",N,45.0,0.92
127,14:43:06,"[73, 81, 8, 11]","[20.8, 16.1, 38.4, 15.0]","{'N': np.float64(0.9315140578418175), 'S': np.float64(0.9330332509854158), 'E': np.float64(0.10551667052272276), 'W': np.float64(0.8355995590242142)}",S,45.0,0.93
128,14:43:06,"[47, 16, 64, 106]","[4.5, 25.5, 34.4, 41.6]","{'N': np.float64(0.9283728588875135), 'S': np.float64(0.20786801472974303), 'E': np.float64(0.9333209312934235), 'W': np.float64(0.9384218900601258)}",W,45.0,0.94
129,14:43:06,"[25, 38, 12, 70]","[30.9, 17.2, 21.8, 21.1]","{'N': np.float64(0.1365094827691428), 'S': np.float64(0.8372249697821678), 'E': np.float64(0.3743406944882404), 'W': np.float64(0.9244540120745296)}",W,45.0,0.92
130,14:43:06,"[85, 53, 51, 63]","[21.2, 41.8, 11.0, 17.2]","{'N': np.float64(0.9368311757597187), 'S': np.float64(0.9301804906993763), 'E': np.float64(0.9339663355973745), 'W': np.float64(0.936663769119402)}",N,45.0,0.94
131,14:43:06,"[58, 99, 16, 5]","[10.8, 41.6, 49.1, 13.6]","{'N': np.float64(0.8802761143827382), 'S': np.float64(0.8968427055592879), 'E': np.float64(0.15397068529500146), 'W': np.float64(0.7431075132255484)}",S,45.0,0.9
132,14:43:06,"[76, 85, 46, 55]","[10.6, 11.2, 23.0, 15.8]","{'N': np.float64(0.9378810305384113), 'S': np.float64(0.9419118612701383), 'E': np.float64(0.9321405242460992), 'W': np.float64(0.9309121955990111)}",S,45.0,0.94
133,14:43:06,"[6, 51, 110, 18]","[23.4, 4.7, 29.1, 3.2]","{'N': np.float64(0.2191516575636203), 'S': np.float64(0.8815263756754774), 'E': np.float64(0.8929632806950736), 'W': np.float64(0.8497711228536686)}",E,45.0,0.89
134,14:43:06,"[117, 115, 9, 35]","[8.7, 14.9, 21.1, 20.9]","{'N': np.float64(0.9440110963670708), 'S': np.float64(0.9373381341607299), 'E': np.float64(0.5099819850783376), 'W': np.float64(0.5582359002987872)}",N,45.0,0.94
135,14:43:06,"[41, 47, 92, 61]","[41.1, 20.9, 30.4, 45.3]","{'N': np.float64(0.8967487606247248), 'S': np.float64(0.9222475596427437), 'E': np.float64(0.9194388519956062), 'W': np.float64(0.9305177013680551)}",W,45.0,0.93
136,14:43:06,"[20, 62, 28, 33]","[41.7, 47.3, 43.7, 38.7]","{'N': np.float64(0.10226642672347624), 'S': np.float64(0.9223228096222376), 'E': np.float64(0.10679744090588235), 'W': np.float64(0.12372342358227875)}",S,45.0,0.92
137,14:43:06,"[101, 58, 106, 119]","[12.3, 3.8, 27.3, 37.0]","{'N': np.float64(0.921569876700036), 'S': np.float64(0.8960538235776221), 'E': np.float64(0.893995847634876), 'W': np.float64(0.9210892213706353)}",N,45.0,0.92
138,14:43:07,"[59, 65, 31, 109]","[20.6, 49.2, 22.4, 17.7]","{'N': np.float64(0.939609604681434), 'S': np.float64(0.9282253437265577), 'E': np.float64(0.3209435505742717), 'W': np.float64(0.9388444769161735)}",N,45.0,0.94
139,14:43:07,"[20, 105, 37, 71]","[25.4, 49.8, 35.9, 22.9]","{'N': np.float64(0.18376156715059488), 'S': np.float64(0.9269178788208241), 'E': np.float64(0.13227145548638553), 'W': np.float64(0.9232174794532064)}",S,45.0,0.93
140,14:43:07,"[13, 54, 45, 22]","[35.1, 46.2, 32.4, 48.2]","{'N': np.float64(0.1322259673994049), 'S': np.float64(0.9288613843910442), 'E': np.float64(0.9102862414894901), 'W': np.float64(0.12768521244806008)}",S,45.0,0.93
141,14:43:07,"[48, 18, 83, 49]","[14.8, 6.9, 11.2, 4.8]","{'N': np.float64(0.9155865738203111), 'S': np.float64(0.9015029178109897), 'E': np.float64(0.9273290584806547), 'W': np.float64(0.9285639552788599)}",W,45.0,0.93
142,14:43:07,"[5, 73, 13, 81]","[3.7, 33.6, 31.9, 8.7]","{'N': np.float64(0.8618692014387678), 'S': np.float64(0.9162845263496464), 'E': np.float64(0.10209916986153128), 'W': np.float64(0.9353559415252799)}",W,45.0,0.94
143,14:43:07,"[69, 67, 108, 103]","[24.3, 10.6, 36.4, 18.7]","{'N': np.float64(0.928787123314595), 'S': np.float64(0.9359030182323228), 'E': np.float64(0.9081451094472601), 'W': np.float64(0.9248277784187976)}",S,45.0,0.94
144,14:43:07,"[9, 119, 86, 12]","[32.1, 40.2, 35.2, 16.2]","{'N': np.float64(0.13566344465525002), 'S': np.float64(0.9281509560390738), 'E': np.float64(0.9207460851756782), 'W': np.float64(0.8476955844378189)}",S,45.0,0.93
145,14:43:07,"[17, 18, 108, 56]","[24.9, 40.4, 4.5, 6.6]","{'N': np.float64(0.15411248836487498), 'S': np.float64(0.0990097580951592), 'E': np.float64(0.9358451598009566), 'W': np.float64(0.9183867853131076)}",E,45.0,0.94
146,14:43:07,"[66, 35, 96, 119]","[32.8, 10.5, 44.8, 34.2]","{'N': np.float64(0.9287940409920098), 'S': np.float64(0.8514466745547294), 'E': np.float64(0.8831291888119956), 'W': np.float64(0.9243517132245969)}",N,45.0,0.93
147,14:43:07,"[31, 40, 6, 82]","[13.8, 5.5, 24.5, 7.3]","{'N': np.float64(0.7955633629650843), 'S': np.float64(0.8815366539633857), 'E': np.float64(0.2595935069718606), 'W': np.float64(0.9116527002910328)}",W,45.0,0.91
148,14:43:07,"[23, 111, 118, 12]","[21.2, 23.4, 43.7, 44.1]","{'N': np.float64(0.5239926367954593), 'S': np.float64(0.8983043688767512), 'E': np.float64(0.9198596901256608), 'W': np.float64(0.10870801814513728)}",E,45.0,0.92
149,14:43:07,"[15, 105, 62, 15]","[18.3, 19.8, 16.2, 40.0]","{'N': np.float64(0.6791358024369427), 'S': np.float64(0.9379284013956014), 'E': np.float64(0.9424279165391977), 'W': np.float64(0.13061135007700703)}",E,45.0,0.94
150,14:43:07,"[62, 6, 97, 33]","[42.7, 35.8, 41.9, 28.4]","{'N': np.float64(0.9255477694460981), 'S': np.float64(0.09630859383917162), 'E': np.float64(0.9021482230108393), 'W': np.float64(0.19493564514422398)}",N,45.0,0.93
151,14:43:08,"[93, 93, 81, 119]","[35.9, 12.9, 36.2, 6.3]","{'N': np.float64(0.9295306871624892), 'S': np.float64(0.9424683885154602), 'E': np.float64(0.9260919637252668), 'W': np.float64(0.9429265355279932)}",W,45.0,0.94
152,14:43:08,"[9, 24, 41, 82]","[23.1, 41.1, 11.0, 45.5]","{'N': np.float64(0.3186403393116397), 'S': np.float64(0.12152502977435638), 'E': np.float64(0.904658183862513), 'W': np.float64(0.9245790418095144)}",W,45.0,0.92
153,14:43:08,"[112, 76, 36, 19]","[28.9, 6.8, 35.6, 21.5]","{'N': np.float64(0.9351128673121691), 'S': np.float64(0.9485485167602175), 'E': np.float64(0.7880137936760537), 'W': np.float64(0.635511858827582)}",S,45.0,0.95
154,14:43:08,"[112, 59, 108, 68]","[3.2, 42.3, 49.0, 7.0]","{'N': np.float64(0.9429191745245007), 'S': np.float64(0.9152579273619377), 'E': np.float64(0.9184201875678415), 'W': np.float64(0.931508817428664)}",N,45.0,0.94
155,14:43:08,"[82, 48, 82, 46]","[37.9, 32.4, 28.5, 2.3]","{'N': np.float64(0.9261691824202444), 'S': np.float64(0.9296681884279341), 'E': np.float64(0.9147336363577212), 'W': np.float64(0.9291577307788962)}",S,45.0,0.93
156,14:43:08,"[58, 52, 78, 85]","[11.6, 13.7, 15.5, 14.1]","{'N': np.float64(0.9359951056711988), 'S': np.float64(0.941937436143751), 'E': np.float64(0.9358642218132462), 'W': np.float64(0.937622473423867)}",S,45.0,0.94
157,14:43:08,"[59, 20, 29, 32]","[21.6, 18.9, 27.5, 18.0]","{'N': np.float64(0.933015800672837), 'S': np.float64(0.7041849269156611), 'E': np.float64(0.17300506488405137), 'W': np.float64(0.8030762596765778)}",N,45.0,0.93
158,14:43:08,"[86, 117, 119, 61]","[32.0, 14.7, 4.2, 5.4]","{'N': np.float64(0.8356844013050253), 'S': np.float64(0.8556028271101419), 'E': np.float64(0.883793672012217), 'W': np.float64(0.8237112967044254)}",E,45.0,0.88
159,14:43:08,"[86, 61, 103, 38]","[34.2, 37.9, 49.2, 28.2]","{'N': np.float64(0.9113288605038598), 'S': np.float64(0.9113699297008651), 'E': np.float64(0.9104366228393648), 'W': np.float64(0.1819554233943414)}",S,45.0,0.91
160,14:43:08,"[93, 102, 111, 38]","[9.6, 48.8, 18.9, 43.2]","{'N': np.float64(0.9396523841120579), 'S': np.float64(0.9241592169195391), 'E': np.float64(0.94369715704985), 'W': np.float64(0.13637977790917938)}",E,45.0,0.94
161,14:43:08,"[79, 23, 6, 82]","[29.5, 48.2, 3.0, 22.3]","{'N': np.float64(0.9144463266070408), 'S': np.float64(0.11574476960136484), 'E': np.float64(0.8486476494649335), 'W': np.float64(0.9080642969874831)}",N,45.0,0.91
162,14:43:08,"[91, 25, 51, 78]","[21.9, 23.6, 11.7, 47.5]","{'N': np.float64(0.916443358827028), 'S': np.float64(0.26792972683427463), 'E': np.float64(0.92903982493244), 'W': np.float64(0.9172503540768175)}",E,45.0,0.93
163,14:43:09,"[111, 84, 109, 25]","[3.2, 35.0, 27.7, 30.8]","{'N': np.float64(0.9373243290453492), 'S': np.float64(0.9125042213678944), 'E': np.float64(0.929679647553126), 'W': np.float64(0.10707817517902583)}",N,45.0,0.94
164,14:43:09,"[36, 56, 30, 30]","[23.0, 34.1, 34.6, 30.1]","{'N': np.float64(0.3034916425470643), 'S': np.float64(0.9291629480551327), 'E': np.float64(0.10636302359626953), 'W': np.float64(0.1502027302859643)}",S,45.0,0.93
165,14:43:09,"[77, 14, 9, 18]","[43.7, 21.5, 13.7, 4.5]","{'N': np.float64(0.8899922540460818), 'S': np.float64(0.39562812552343307), 'E': np.float64(0.8543750425948837), 'W': np.float64(0.8358411780788951)}",N,45.0,0.89
166,14:43:09,"[103, 72, 8, 34]","[20.6, 27.1, 27.7, 17.1]","{'N': np.float64(0.923091904264335), 'S': np.float64(0.9261829009014984), 'E': np.float64(0.145144809357904), 'W': np.float64(0.7372062399339233)}",S,45.0,0.93
167,14:43:09,"[31, 7, 103, 50]","[45.4, 43.8, 21.3, 47.2]","{'N': np.float64(0.13610354177070882), 'S': np.float64(0.13644511906787482), 'E': np.float64(0.9148281562067151), 'W': np.float64(0.9012928246049654)}",E,45.0,0.91
168,14:43:09,"[16, 84, 35, 33]","[46.1, 32.8, 4.2, 39.3]","{'N': np.float64(0.10656112156521283), 'S': np.float64(0.9330915625188485), 'E': np.float64(0.8846585865506713), 'W': np.float64(0.1216902605048751)}",S,45.0,0.93
169,14:43:09,"[106, 59, 85, 86]","[23.0, 21.8, 39.5, 12.2]","{'N': np.float64(0.9365397165724306), 'S': np.float64(0.9321087349678067), 'E': np.float64(0.9265940078772441), 'W': np.float64(0.931065319283738)}",N,45.0,0.94
170,14:43:09,"[96, 113, 12, 95]","[5.0, 13.0, 38.1, 36.0]","{'N': np.float64(0.9220729377990854), 'S': np.float64(0.9363184747851686), 'E': np.float64(0.1594383078442175), 'W': np.float64(0.9157211346232613)}",S,45.0,0.94
171,14:43:09,"[83, 94, 9, 64]","[25.5, 30.3, 26.7, 22.4]","{'N': np.float64(0.9256740414574058), 'S': np.float64(0.9152715832746336), 'E': np.float64(0.16893328851761927), 'W': np.float64(0.9202258079040121)}",N,45.0,0.93
172,14:43:09,"[98, 20, 60, 95]","[46.5, 27.0, 34.7, 10.4]","{'N': np.float64(0.9275380204180288), 'S': np.float64(0.1463516089708676), 'E': np.float64(0.9149114866819765), 'W': np.float64(0.9300100390833161)}",W,45.0,0.93
